Freq.	V(OUT)/V(INJ)
1.89234361864495e+00	(1.00852490905228e+02dB,6.42823765454033e+01°)
1.89670592121112e+00	(1.00826939049494e+02dB,6.41878706620688e+01°)
1.90107827992327e+00	(1.00801361429801e+02dB,6.40933327763522e+01°)
1.90546071796322e+00	(1.00775757999222e+02dB,6.39987629937097e+01°)
1.90985325856621e+00	(1.00750128710774e+02dB,6.39041614215342e+01°)
1.91425592502106e+00	(1.00724473517435e+02dB,6.38095281691470e+01°)
1.91866874067026e+00	(1.00698792372135e+02dB,6.37148633477988e+01°)
1.92309172891013e+00	(1.00673085227763e+02dB,6.36201670706895e+01°)
1.92752491319091e+00	(1.00647352037162e+02dB,6.35254394529693e+01°)
1.93196831701689e+00	(1.00621592753140e+02dB,6.34306806117352e+01°)
1.93642196394658e+00	(1.00595807328463e+02dB,6.33358906660410e+01°)
1.94088587759275e+00	(1.00569995715861e+02dB,6.32410697369125e+01°)
1.94536008162263e+00	(1.00544157868030e+02dB,6.31462179473315e+01°)
1.94984459975802e+00	(1.00518293737627e+02dB,6.30513354222653e+01°)
1.95433945577536e+00	(1.00492403277283e+02dB,6.29564222886497e+01°)
1.95884467350596e+00	(1.00466486439594e+02dB,6.28614786754097e+01°)
1.96336027683602e+00	(1.00440543177128e+02dB,6.27665047134543e+01°)
1.96788628970681e+00	(1.00414573442426e+02dB,6.26715005356805e+01°)
1.97242273611482e+00	(1.00388577188000e+02dB,6.25764662769992e+01°)
1.97696964011183e+00	(1.00362554366344e+02dB,6.24814020743031e+01°)
1.98152702580507e+00	(1.00336504929923e+02dB,6.23863080665032e+01°)
1.98609491735734e+00	(1.00310428831182e+02dB,6.22911843945212e+01°)
1.99067333898715e+00	(1.00284326022547e+02dB,6.21960312012958e+01°)
1.99526231496885e+00	(1.00258196456428e+02dB,6.21008486317793e+01°)
1.99986186963271e+00	(1.00232040085215e+02dB,6.20056368329568e+01°)
2.00447202736513e+00	(1.00205856861286e+02dB,6.19103959538363e+01°)
2.00909281260870e+00	(1.00179646737007e+02dB,6.18151261454593e+01°)
2.01372424986236e+00	(1.00153409664729e+02dB,6.17198275609123e+01°)
2.01836636368153e+00	(1.00127145596795e+02dB,6.16245003553195e+01°)
2.02301917867824e+00	(1.00100854485541e+02dB,6.15291446858521e+01°)
2.02768271952125e+00	(1.00074536283295e+02dB,6.14337607117266e+01°)
2.03235701093619e+00	(1.00048190942381e+02dB,6.13383485942245e+01°)
2.03704207770568e+00	(1.00021818415123e+02dB,6.12429084966723e+01°)
2.04173794466950e+00	(9.99954186538384e+01dB,6.11474405844728e+01°)
2.04644463672464e+00	(9.99689916108465e+01dB,6.10519450250895e+01°)
2.05116217882553e+00	(9.99425372384733e+01dB,6.09564219880475e+01°)
2.05589059598411e+00	(9.99160554890430e+01dB,6.08608716449603e+01°)
2.06062991326997e+00	(9.98895463148875e+01dB,6.07652941695111e+01°)
2.06538015581049e+00	(9.98630096683470e+01dB,6.06696897374652e+01°)
2.07014134879101e+00	(9.98364455017697e+01dB,6.05740585266720e+01°)
2.07491351745487e+00	(9.98098537675163e+01dB,6.04784007170694e+01°)
2.07969668710366e+00	(9.97832344179559e+01dB,6.03827164906954e+01°)
2.08449088309725e+00	(9.97565874054766e+01dB,6.02870060316709e+01°)
2.08929613085400e+00	(9.97299126824803e+01dB,6.01912695262213e+01°)
2.09411245585086e+00	(9.97032102013873e+01dB,6.00955071626751e+01°)
2.09893988362349e+00	(9.96764799146372e+01dB,5.99997191314666e+01°)
2.10377843976644e+00	(9.96497217746922e+01dB,5.99039056251332e+01°)
2.10862814993325e+00	(9.96229357340352e+01dB,5.98080668383299e+01°)
2.11348903983661e+00	(9.95961217451760e+01dB,5.97122029678249e+01°)
2.11836113524847e+00	(9.95692797606508e+01dB,5.96163142125035e+01°)
2.12324446200018e+00	(9.95424097330270e+01dB,5.95204007733635e+01°)
2.12813904598267e+00	(9.95155116148960e+01dB,5.94244628535455e+01°)
2.13304491314654e+00	(9.94885853588871e+01dB,5.93285006582982e+01°)
2.13796208950219e+00	(9.94616309176636e+01dB,5.92325143950019e+01°)
2.14289060112002e+00	(9.94346482439211e+01dB,5.91365042731760e+01°)
2.14783047413050e+00	(9.94076372903958e+01dB,5.90404705044698e+01°)
2.15278173472433e+00	(9.93805980098617e+01dB,5.89444133026706e+01°)
2.15774440915263e+00	(9.93535303551360e+01dB,5.88483328837005e+01°)
2.16271852372698e+00	(9.93264342790774e+01dB,5.87522294656299e+01°)
2.16770410481966e+00	(9.92993097345925e+01dB,5.86561032686633e+01°)
2.17270117886371e+00	(9.92721566746310e+01dB,5.85599545151644e+01°)
